Musteri_Memnuniyeti,Maliyet,Oy_Sayisi,Mutfak_Turu,Rezervasyon,Online_Teslimat,Maliyet_Kategori
0.0,200,1,Fast Food,No,No,Ekonomik
4.6,150,15,"Mithai, Street Food",No,Yes,Ekonomik
5.2,450,26,"Cafe, Italian, Continental, Chinese",No,Yes,Orta
6.8,550,55,"Mexican, Italian, Fast Food",No,No,Orta
7.8,200,64,Beverages,No,No,Ekonomik
7.8,550,132,"Continental, Mexican, American, Fast Food, Italian, Chinese",No,Yes,Orta
7.2,400,20,Cafe,No,Yes,Orta
0.0,200,0,"Chinese, Fast Food",No,No,Ekonomik
0.0,400,0,"Bakery, Fast Food, Chinese",No,No,Orta
0.0,400,1,"North Indian, Fast Food",No,No,Orta
0.0,300,1,"Biryani, Mughlai",No,No,Ekonomik
6.0,300,4,"South Indian, North Indian, Street Food",No,No,Ekonomik
5.8,450,5,"North Indian, Mughlai, Fast Food",No,No,Orta
6.2,400,19,"North Indian, Chinese",No,Yes,Orta
5.0,400,6,"North Indian, Mughlai",No,Yes,Orta
5.8,600,4,"North Indian, Chinese",No,No,Orta
5.0,700,27,"Pizza, Fast Food",No,No,Pahalı
6.0,400,4,"North Indian, Chinese",No,No,Orta
5.6,1400,7,"North Indian, Mughlai",No,No,Pahalı
5.6,200,9,North Indian,No,Yes,Ekonomik
6.4,400,19,Fast Food,No,No,Orta
5.6,400,8,"North Indian, Fast Food",No,No,Orta
5.2,500,13,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
5.8,300,6,"Bakery, Desserts",No,No,Ekonomik
0.0,300,3,"Bakery, Fast Food",No,No,Ekonomik
0.0,600,2,"North Indian, Mughlai, Chinese",No,No,Orta
0.0,500,0,North Indian,No,No,Orta
0.0,450,3,Cafe,No,No,Orta
0.0,450,0,Cafe,No,No,Orta
0.0,350,0,"Cafe, Bakery, Fast Food",No,No,Orta
0.0,450,0,"North Indian, Italian, Continental",No,No,Orta
0.0,700,2,Bakery,No,No,Pahalı
0.0,300,0,Chinese,No,No,Ekonomik
0.0,600,0,Cafe,No,No,Orta
0.0,200,0,North Indian,No,No,Ekonomik
0.0,400,2,"North Indian, Chinese",No,No,Orta
0.0,500,1,Bakery,No,No,Orta
0.0,200,1,"Mithai, North Indian, Street Food",No,No,Ekonomik
0.0,250,1,Chinese,No,No,Ekonomik
0.0,350,1,"Cafe, Fast Food",No,No,Orta
0.0,100,1,Beverages,No,No,Ekonomik
0.0,200,0,Beverages,No,No,Ekonomik
0.0,200,3,South Indian,No,No,Ekonomik
0.0,700,3,"Pizza, Fast Food",No,No,Pahalı
0.0,500,1,"North Indian, Chinese",No,No,Orta
0.0,500,0,"American, Fast Food, Salad, Healthy Food",No,No,Orta
0.0,400,3,North Indian,No,No,Orta
0.0,300,0,North Indian,No,No,Ekonomik
0.0,200,1,"Fast Food, Beverages",No,No,Ekonomik
0.0,300,0,"North Indian, Chinese",No,No,Ekonomik
0.0,400,0,"North Indian, Chinese",No,No,Orta
0.0,500,1,"Fast Food, Beverages",No,No,Orta
0.0,500,3,"Continental, Chinese, North Indian, Indian",No,Yes,Orta
8.4,1300,108,"Continental, Fast Food, Italian",Yes,No,Pahalı
5.8,150,7,Bakery,No,No,Ekonomik
5.6,500,84,"North Indian, Chinese",No,Yes,Orta
5.6,400,6,"North Indian, South Indian",No,No,Orta
5.8,200,4,North Indian,No,No,Ekonomik
6.2,350,27,North Indian,No,No,Orta
5.8,150,5,North Indian,No,No,Ekonomik
6.6,800,57,"South Indian, North Indian, Chinese",Yes,Yes,Pahalı
6.8,250,23,Bakery,No,No,Ekonomik
6.0,300,10,Bakery,No,No,Ekonomik
6.0,250,43,"Bakery, Desserts",No,Yes,Ekonomik
5.4,500,8,"North Indian, Mughlai, Chinese, Fast Food",No,No,Orta
6.4,400,12,"North Indian, Fast Food",No,No,Orta
6.4,200,48,Fast Food,No,No,Ekonomik
7.0,700,14,"Healthy Food, Juices",No,Yes,Pahalı
7.2,1500,328,"North Indian, Chinese, Thai, Continental",Yes,Yes,Pahalı
0.0,300,0,Bakery,No,No,Ekonomik
0.0,250,0,Pizza,No,No,Ekonomik
0.0,150,2,North Indian,No,No,Ekonomik
0.0,200,0,Chinese,No,No,Ekonomik
0.0,300,2,"Fast Food, Beverages",No,No,Ekonomik
0.0,400,1,"North Indian, Chinese",No,No,Orta
0.0,450,1,"Mughlai, North Indian",No,No,Orta
0.0,350,1,Bakery,No,No,Orta
0.0,250,1,Bakery,No,No,Ekonomik
0.0,300,1,North Indian,No,No,Ekonomik
0.0,350,2,North Indian,No,No,Orta
0.0,200,1,Fast Food,No,No,Ekonomik
0.0,300,2,Mughlai,No,No,Ekonomik
0.0,450,1,"North Indian, Mughlai",No,No,Orta
5.8,650,22,Cafe,No,No,Pahalı
6.0,700,31,"North Indian, Chinese, South Indian",No,Yes,Pahalı
6.6,300,13,"North Indian, Chinese",No,Yes,Ekonomik
6.8,500,55,"American, Fast Food, Salad, Healthy Food",No,No,Orta
7.0,200,45,North Indian,No,Yes,Ekonomik
7.4,500,135,"Fast Food, Burger",No,Yes,Orta
0.0,450,2,Cafe,No,No,Orta
0.0,600,2,"Burger, Desserts, Fast Food",No,No,Orta
0.0,300,0,Chinese,No,No,Ekonomik
0.0,250,0,Chinese,No,No,Ekonomik
8.6,1600,1670,"North Indian, Chinese, Mediterranean",No,No,Pahalı
6.6,400,61,"South Indian, Chinese, Street Food, Mithai",No,Yes,Orta
5.0,1300,106,"North Indian, Chinese",Yes,No,Pahalı
6.8,1200,431,"Italian, North Indian, Chinese",Yes,Yes,Pahalı
6.2,150,213,"Bakery, Desserts, Fast Food",No,No,Ekonomik
5.0,700,357,"North Indian, Mughlai",No,Yes,Pahalı
5.0,250,103,Fast Food,No,No,Ekonomik
5.6,100,30,North Indian,No,No,Ekonomik
5.2,1500,521,"American, Italian",Yes,No,Pahalı
6.6,1600,198,"Chinese, North Indian, Mughlai, Continental",Yes,No,Pahalı
6.6,600,36,"Mithai, North Indian, South Indian, Street Food, Chinese",No,No,Orta
6.6,1200,446,"Mughlai, North Indian",Yes,No,Pahalı
5.4,500,608,"American, Fast Food, Burger",No,Yes,Orta
6.4,400,76,"North Indian, Street Food",No,No,Orta
5.0,600,211,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",No,Yes,Orta
6.6,600,19,"North Indian, Mughlai",No,Yes,Orta
6.8,650,68,"North Indian, Chinese, Continental",No,Yes,Pahalı
6.0,900,139,"North Indian, Fast Food",No,Yes,Pahalı
5.2,1000,19,"North Indian, Chinese, Continental",Yes,No,Pahalı
5.2,700,89,"North Indian, Chinese",No,Yes,Pahalı
6.4,600,277,"South Indian, North Indian, Chinese",No,Yes,Orta
6.6,600,97,"Pizza, Italian",No,Yes,Orta
6.8,600,19,"North Indian, Chinese, Mughlai",No,Yes,Orta
6.4,1400,80,"North Indian, Mughlai, Chinese",Yes,Yes,Pahalı
6.4,350,47,"North Indian, Mughlai",No,Yes,Orta
6.8,300,45,"Fast Food, North Indian",No,No,Ekonomik
6.4,1300,37,"North Indian, Chinese",Yes,No,Pahalı
6.0,1400,203,"North Indian, Mughlai, Chinese",Yes,Yes,Pahalı
6.8,1400,286,"Italian, Continental, North Indian, Chinese",Yes,Yes,Pahalı
6.8,1000,223,"Finger Food, North Indian, Chinese",Yes,No,Pahalı
7.8,350,205,"Bakery, Desserts, Fast Food",No,Yes,Orta
7.0,1350,326,"North Indian, Continental, Thai, Chinese",Yes,Yes,Pahalı
7.2,300,40,"Bakery, Beverages, Fast Food",No,Yes,Ekonomik
7.8,1600,515,"Chinese, Seafood, Asian",Yes,Yes,Pahalı
7.2,1200,235,"North Indian, Fast Food, Chinese",No,No,Pahalı
7.4,550,331,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",No,Yes,Orta
7.6,800,612,"Biryani, North Indian, Hyderabadi",Yes,Yes,Pahalı
7.4,900,833,"American, Italian, Chinese, North Indian, Cafe",Yes,Yes,Pahalı
7.2,450,125,Cafe,No,Yes,Orta
7.0,650,430,"Biryani, North Indian, Mughlai",No,Yes,Pahalı
7.6,1400,2019,"North Indian, Mughlai",No,Yes,Pahalı
7.6,1000,477,"North Indian, Mughlai",No,Yes,Pahalı
7.0,350,196,"North Indian, Fast Food",No,Yes,Orta
7.2,700,547,"Pizza, Fast Food",No,No,Pahalı
7.6,300,402,Bakery,No,Yes,Ekonomik
7.6,950,285,"North Indian, Chinese, Mughlai",Yes,Yes,Pahalı
7.6,800,154,Healthy Food,No,Yes,Pahalı
7.0,400,147,"Continental, Mexican, Fast Food, Chinese",No,Yes,Orta
7.0,200,47,"Pizza, North Indian",No,Yes,Ekonomik
7.8,600,204,"Street Food, Continental, South Indian, North Indian, Chinese",No,No,Orta
7.2,500,30,"Fast Food, Beverages",No,Yes,Orta
7.2,1550,425,"Continental, American, North Indian, Chinese",Yes,No,Pahalı
7.4,1800,743,Chinese,Yes,Yes,Pahalı
7.8,500,403,Fast Food,No,Yes,Orta
7.6,500,418,"North Indian, Fast Food, Chinese, Biryani, Mughlai",No,Yes,Orta
7.2,600,703,"Mughlai, North Indian",No,Yes,Orta
7.8,1000,320,"Cafe, Italian, Continental, Desserts",Yes,No,Pahalı
7.4,800,302,Cafe,Yes,Yes,Pahalı
7.8,500,250,"Bakery, Desserts, Fast Food",No,Yes,Orta
7.4,2000,770,"North Indian, Mughlai",Yes,Yes,Pahalı
7.0,300,22,"Fast Food, Chinese, North Indian",No,No,Ekonomik
7.6,500,268,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
7.2,1500,415,"North Indian, Chinese, South Indian, Seafood, Chettinad",Yes,No,Pahalı
7.0,2350,214,"North Indian, Asian, Continental",Yes,Yes,Pahalı
7.0,2200,540,"North Indian, Mughlai",Yes,No,Pahalı
7.2,1600,332,North Indian,Yes,Yes,Pahalı
7.0,1500,247,"North Indian, Mughlai, Italian, Chinese",Yes,No,Pahalı
7.4,1600,222,"North Indian, Mughlai",Yes,Yes,Pahalı
7.0,200,420,"Bakery, Fast Food",No,Yes,Ekonomik
7.2,350,324,Fast Food,No,Yes,Orta
4.4,700,81,"North Indian, Mughlai, Chinese, Fast Food",No,Yes,Pahalı
4.6,450,31,North Indian,No,Yes,Orta
4.2,450,74,"Fast Food, Beverages",No,Yes,Orta
4.8,2000,103,"Chinese, North Indian",Yes,No,Pahalı
8.4,450,235,Desserts,No,Yes,Orta
8.0,300,1055,Fast Food,No,No,Ekonomik
5.6,350,18,Chinese,No,No,Orta
7.2,400,165,Fast Food,No,Yes,Orta
0.0,500,1,North Indian,No,No,Orta
0.0,500,0,"North Indian, Chinese, South Indian",No,No,Orta
5.8,300,4,"North Indian, Chinese",No,No,Ekonomik
5.0,1100,221,"Fast Food, North Indian, Chinese, Desserts, Ice Cream",Yes,Yes,Pahalı
7.2,500,103,"North Indian, Chinese, South Indian",No,Yes,Orta
0.0,400,0,"North Indian, Chinese",No,No,Orta
0.0,500,3,"Bakery, Desserts",No,No,Orta
0.0,1100,2,"Chinese, Thai",No,Yes,Pahalı
0.0,300,0,South Indian,No,No,Ekonomik
0.0,200,2,Fast Food,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
5.2,500,17,"North Indian, Chinese",No,Yes,Orta
6.0,400,5,South Indian,No,No,Orta
0.0,300,3,North Indian,No,No,Ekonomik
6.6,300,27,"Fast Food, Chinese",No,No,Ekonomik
6.0,600,26,"North Indian, Chinese",No,Yes,Orta
0.0,250,1,Fast Food,No,No,Ekonomik
6.0,250,10,North Indian,No,No,Ekonomik
6.0,500,7,"North Indian, Chinese, South Indian",No,Yes,Orta
5.0,450,17,"North Indian, Chinese",No,Yes,Orta
0.0,500,0,"Mughlai, Biryani",No,No,Orta
0.0,200,0,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,450,0,"North Indian, Chinese",No,No,Orta
0.0,500,0,North Indian,No,No,Orta
0.0,150,1,North Indian,No,No,Ekonomik
6.8,350,102,Bakery,No,Yes,Orta
6.2,550,16,"North Indian, Chinese, Mughlai",No,Yes,Orta
5.2,500,59,"North Indian, Chinese",No,No,Orta
6.0,400,37,"Raw Meats, Fast Food",No,No,Orta
0.0,500,2,Mithai,No,No,Orta
0.0,350,0,Chinese,No,No,Orta
5.0,300,4,"Bakery, Desserts",No,Yes,Ekonomik
0.0,300,0,"North Indian, South Indian, Chinese",No,No,Ekonomik
8.2,500,112,"North Indian, Fast Food",No,Yes,Orta
6.6,600,159,"North Indian, Chinese, Mughlai",No,Yes,Orta
6.0,400,6,Chinese,No,No,Orta
5.4,200,15,"Chinese, Fast Food",No,No,Ekonomik
6.8,600,79,"Pizza, Fast Food",No,Yes,Orta
5.8,450,5,North Indian,No,No,Orta
6.0,150,10,Street Food,No,No,Ekonomik
6.2,250,8,North Indian,No,No,Ekonomik
6.0,400,5,Fast Food,No,No,Orta
5.2,450,13,"Fast Food, Beverages",No,Yes,Orta
6.2,450,12,"North Indian, Fast Food, Chinese",No,No,Orta
6.4,200,12,North Indian,No,No,Ekonomik
5.6,300,8,Bakery,No,Yes,Ekonomik
5.8,400,7,North Indian,No,No,Orta
5.8,350,4,"Street Food, Beverages",No,No,Orta
7.2,400,19,"North Indian, Chinese",No,Yes,Orta
7.0,200,23,"Ice Cream, Beverages",No,No,Ekonomik
7.0,400,57,"Chinese, South Indian, North Indian",No,No,Orta
0.0,300,2,"Italian, Chinese",No,No,Ekonomik
0.0,150,1,"North Indian, South Indian",No,No,Ekonomik
0.0,100,1,North Indian,No,No,Ekonomik
0.0,150,1,Desserts,No,No,Ekonomik
0.0,150,1,Bakery,No,Yes,Ekonomik
0.0,300,0,North Indian,No,No,Ekonomik
0.0,250,0,North Indian,No,No,Ekonomik
4.6,800,62,"Italian, Pizza, Fast Food",No,Yes,Pahalı
4.0,500,74,North Indian,No,Yes,Orta
5.6,600,58,"North Indian, Mughlai",No,Yes,Orta
6.4,200,20,Fast Food,No,No,Ekonomik
6.2,100,14,Mithai,No,No,Ekonomik
5.8,500,43,"North Indian, Mughlai",No,Yes,Orta
6.4,100,15,Street Food,No,No,Ekonomik
7.0,400,85,"Raw Meats, North Indian, Fast Food",No,No,Orta
6.4,300,46,Chinese,No,No,Ekonomik
6.0,600,12,"North Indian, Mughlai",No,Yes,Orta
6.8,300,37,"Bakery, Desserts",No,No,Ekonomik
7.0,500,144,Biryani,No,Yes,Orta
7.4,350,31,North Indian,No,No,Orta
0.0,300,0,"North Indian, Mughlai",No,No,Ekonomik
0.0,200,0,Bakery,No,No,Ekonomik
5.6,500,8,"North Indian, Chinese, Fast Food",No,Yes,Orta
6.0,200,5,North Indian,No,No,Ekonomik
7.8,300,140,"North Indian, Chinese",No,No,Ekonomik
0.0,300,3,"North Indian, South Indian, Chinese",No,No,Ekonomik
0.0,300,3,"North Indian, Chinese",No,No,Ekonomik
7.4,600,164,"Cafe, Continental, Fast Food, Italian",No,Yes,Orta
7.4,800,131,"Cafe, Healthy Food, Continental, Italian, Asian",Yes,Yes,Pahalı
6.0,200,4,North Indian,No,No,Ekonomik
5.4,600,20,North Indian,No,No,Orta
6.2,400,5,Chinese,No,No,Orta
5.2,350,32,Chinese,No,No,Orta
7.4,200,49,"North Indian, Chinese",No,No,Ekonomik
0.0,250,0,"Chinese, North Indian, South Indian",No,No,Ekonomik
0.0,500,1,"North Indian, Chinese",No,No,Orta
0.0,250,0,Ice Cream,No,No,Ekonomik
6.0,300,8,"North Indian, South Indian",No,No,Ekonomik
6.4,450,15,Street Food,No,No,Orta
6.8,400,22,Fast Food,No,No,Orta
0.0,300,1,American,No,No,Ekonomik
0.0,300,2,"Bakery, Desserts",No,No,Ekonomik
5.6,500,28,"North Indian, Mughlai, Chinese",No,No,Orta
6.2,300,4,"Fast Food, Beverages",No,No,Ekonomik
5.2,550,37,"North Indian, Mughlai, Chinese",No,Yes,Orta
5.0,550,20,"North Indian, Mughlai, Chinese",No,No,Orta
5.8,900,7,"North Indian, Chinese, Mughlai",Yes,No,Pahalı
6.0,300,5,Kashmiri,No,No,Ekonomik
7.2,400,18,"Cafe, Tea",No,Yes,Orta
7.4,450,70,"North Indian, Mughlai",No,Yes,Orta
0.0,300,0,"Bakery, Desserts",No,No,Ekonomik
0.0,500,0,Fast Food,No,No,Orta
0.0,300,0,"Ice Cream, Beverages, Fast Food",No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,1250,3,North Indian,No,No,Pahalı
6.0,100,6,Fast Food,No,No,Ekonomik
5.6,800,239,"North Indian, Mughlai, Chinese",Yes,Yes,Pahalı
6.8,500,15,"Pizza, Fast Food",No,No,Orta
5.8,500,7,"North Indian, Mughlai, Chinese",No,Yes,Orta
6.8,500,23,"Fast Food, Italian",No,No,Orta
5.8,400,8,"Fast Food, Burger",No,No,Orta
6.2,400,6,"North Indian, Continental",No,Yes,Orta
7.4,450,72,"Fast Food, Chinese",No,Yes,Orta
7.6,700,113,Chinese,No,Yes,Pahalı
7.2,450,111,"Continental, Mexican, Italian",No,Yes,Orta
7.4,350,68,"Cafe, Fast Food",No,Yes,Orta
7.4,800,26,Healthy Food,Yes,Yes,Pahalı
7.0,400,27,"Italian, Fast Food",No,No,Orta
7.2,400,47,"North Indian, Chinese, Mughlai",No,Yes,Orta
7.4,400,92,"Fast Food, North Indian",No,Yes,Orta
7.6,350,34,"Fast Food, Chinese",No,Yes,Orta
7.4,400,80,"Cafe, Fast Food",No,Yes,Orta
7.8,250,66,"Desserts, Beverages",No,No,Ekonomik
0.0,500,0,"North Indian, Biryani",No,No,Orta
0.0,350,2,Chinese,No,No,Orta
0.0,400,3,"Continental, Fast Food, Italian",No,No,Orta
0.0,500,0,Bakery,No,No,Orta
8.6,400,1005,"Fast Food, Chinese",No,No,Orta
8.6,500,96,"North Indian, Mughlai",No,Yes,Orta
8.2,200,632,"Fast Food, Beverages",No,No,Ekonomik
5.6,400,63,"Fast Food, Chinese",No,No,Orta
6.0,650,26,Cafe,No,No,Pahalı
6.4,500,13,"Burger, Fast Food",No,Yes,Orta
6.2,400,7,Beverages,No,No,Orta
7.4,1300,53,American,Yes,No,Pahalı
7.0,500,53,"Fast Food, Burger",No,No,Orta
0.0,300,2,Ice Cream,No,Yes,Ekonomik
0.0,100,1,Fast Food,No,No,Ekonomik
0.0,250,0,Chinese,No,No,Ekonomik
0.0,300,0,Ice Cream,No,No,Ekonomik
0.0,300,0,North Indian,No,No,Ekonomik
4.8,700,70,"Pizza, Fast Food",No,No,Pahalı
8.0,500,183,"Bakery, Desserts, Fast Food",No,Yes,Orta
6.8,650,69,"North Indian, Mughlai, Chinese",No,Yes,Pahalı
6.0,600,7,"North Indian, Mughlai",No,Yes,Orta
6.0,400,4,Chinese,No,No,Orta
6.6,500,10,"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",No,Yes,Orta
0.0,150,1,North Indian,No,No,Ekonomik
6.8,400,24,"North Indian, Chinese, Fast Food",No,No,Orta
0.0,250,0,"Chinese, North Indian",No,No,Ekonomik
6.4,600,364,"North Indian, Chinese, Fast Food",No,Yes,Orta
6.6,300,12,Ice Cream,No,Yes,Ekonomik
6.2,350,16,"Raw Meats, Fast Food",No,No,Orta
6.2,300,9,"Biryani, North Indian",No,Yes,Ekonomik
5.8,400,22,Chinese,No,No,Orta
5.0,700,27,"North Indian, Chinese",No,No,Pahalı
6.8,150,117,"Bakery, Fast Food",No,No,Ekonomik
6.4,500,5,"Mughlai, Chinese",No,Yes,Orta
6.2,600,10,"North Indian, Fast Food",No,Yes,Orta
5.4,350,25,"Raw Meats, North Indian, Fast Food",No,No,Orta
5.8,450,56,"North Indian, Chinese, Fast Food, Mithai",No,No,Orta
6.4,300,41,"North Indian, Chinese, Fast Food, Street Food",No,No,Ekonomik
5.8,400,4,Beverages,No,No,Orta
6.6,400,39,"Cafe, Continental, Fast Food",No,No,Orta
6.6,600,15,"North Indian, Seafood, Bengali",No,Yes,Orta
6.4,550,34,"North Indian, Mughlai",No,Yes,Orta
6.6,500,26,"Pizza, Fast Food",No,Yes,Orta
6.8,600,21,Healthy Food,No,Yes,Orta
5.0,450,13,"Fast Food, Beverages",No,Yes,Orta
6.0,1300,6,"Fast Food, Italian, North Indian, Chinese",No,Yes,Pahalı
6.8,350,66,"Fast Food, Beverages",No,No,Orta
6.0,300,6,"Fast Food, North Indian",No,No,Ekonomik
5.6,300,10,South Indian,No,Yes,Ekonomik
7.2,700,43,"North Indian, Mughlai",No,Yes,Pahalı
7.0,600,63,Biryani,No,Yes,Orta
7.4,500,27,"Cafe, North Indian, Chinese",No,Yes,Orta
7.2,400,38,North Indian,No,Yes,Orta
7.0,400,29,"Continental, Mexican, Fast Food, Chinese",No,Yes,Orta
7.0,700,63,"North Indian, Mughlai",No,Yes,Pahalı
0.0,500,1,Biryani,No,No,Orta
0.0,500,3,"American, Italian, North Indian, Chinese",No,No,Orta
0.0,600,1,Pizza,No,No,Orta
0.0,200,2,Tea,No,Yes,Ekonomik
0.0,400,0,Beverages,No,No,Orta
0.0,400,2,Beverages,No,No,Orta
0.0,900,0,"North Indian, Chinese",No,No,Pahalı
0.0,350,1,"North Indian, Mughlai",No,No,Orta
0.0,300,0,"North Indian, Chinese",No,No,Ekonomik
0.0,600,2,"North Indian, Mughlai, Mughlai",No,No,Orta
0.0,600,3,"North Indian, Chinese",No,Yes,Orta
0.0,800,0,North Indian,No,No,Pahalı
0.0,200,0,"Fast Food, Street Food",No,No,Ekonomik
4.8,700,52,"North Indian, Chinese",No,No,Pahalı
4.8,800,5,"North Indian, Chinese",No,Yes,Pahalı
8.2,500,43,"Salad, Continental",No,Yes,Orta
5.4,200,6,Fast Food,No,Yes,Ekonomik
6.0,500,4,"Continental, Chinese",No,No,Orta
5.8,500,52,"North Indian, Chinese, Fast Food",No,No,Orta
6.4,800,11,North Indian,No,No,Pahalı
6.2,600,9,"North Indian, Chinese",No,Yes,Orta
5.0,200,19,Fast Food,No,Yes,Ekonomik
6.8,600,18,"North Indian, Chinese",No,Yes,Orta
5.8,450,15,Chinese,No,No,Orta
6.0,200,7,North Indian,No,No,Ekonomik
5.6,400,8,North Indian,No,No,Orta
7.4,550,431,"Cafe, Italian, Chinese, Continental",No,Yes,Orta
7.4,600,47,"North Indian, Chinese, Fast Food",No,Yes,Orta
7.6,650,40,"Chinese, Thai, Fast Food",No,Yes,Pahalı
0.0,500,0,"North Indian, Chinese",No,Yes,Orta
0.0,400,3,Mughlai,No,No,Orta
0.0,500,1,"North Indian, Mughlai, Chinese",No,No,Orta
0.0,250,0,"Bakery, Fast Food",No,No,Ekonomik
0.0,500,0,"North Indian, South Indian",No,No,Orta
0.0,400,0,North Indian,No,No,Orta
0.0,400,0,"North Indian, Mughlai",No,No,Orta
0.0,250,0,Chinese,No,No,Ekonomik
0.0,700,0,"Chinese, North Indian, Mughlai",Yes,No,Pahalı
0.0,100,1,"North Indian, South Indian",No,No,Ekonomik
6.6,650,49,"North Indian, Chinese, Italian",No,Yes,Pahalı
6.6,350,11,"Bakery, Desserts",No,No,Orta
6.2,550,80,"North Indian, Chinese",No,Yes,Orta
5.8,500,4,"North Indian, Mughlai",No,No,Orta
0.0,200,1,South Indian,No,No,Ekonomik
0.0,300,2,Ice Cream,No,Yes,Ekonomik
0.0,300,0,Ice Cream,No,No,Ekonomik
0.0,150,0,Street Food,No,No,Ekonomik
0.0,450,0,"Chinese, North Indian",No,No,Orta
6.0,300,9,Bakery,No,No,Ekonomik
6.8,650,20,"North Indian, Mughlai, Chinese",No,No,Pahalı
0.0,200,0,North Indian,No,No,Ekonomik
0.0,500,0,Bakery,No,No,Orta
0.0,200,3,Bakery,No,No,Ekonomik
0.0,150,1,Bakery,No,No,Ekonomik
5.6,400,5,"Chinese, Fast Food",No,No,Orta
5.8,550,4,"North Indian, Chinese",No,No,Orta
6.0,550,27,"North Indian, Mughlai, Chinese",No,No,Orta
6.0,700,5,Bakery,No,No,Pahalı
6.2,500,7,"Bakery, Fast Food",No,No,Orta
6.8,250,22,Fast Food,No,Yes,Ekonomik
0.0,300,1,"Burger, Fast Food",No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
4.6,700,38,"Pizza, Fast Food",No,No,Pahalı
4.8,450,7,"Fast Food, Beverages",No,Yes,Orta
6.0,500,11,"Bakery, Desserts",No,No,Orta
6.4,400,61,North Indian,No,Yes,Orta
7.0,450,76,"North Indian, Mughlai",No,Yes,Orta
0.0,300,0,"North Indian, South Indian, Chinese",No,No,Ekonomik
7.6,250,89,"Bakery, Desserts",No,No,Ekonomik
7.0,300,87,North Indian,No,Yes,Ekonomik
0.0,100,0,Street Food,No,No,Ekonomik
5.4,450,42,Cafe,No,No,Orta
6.8,450,18,Desserts,No,No,Orta
5.4,800,340,"North Indian, Mughlai",No,Yes,Pahalı
6.2,400,10,"North Indian, Healthy Food, Rajasthani",No,No,Orta
6.6,500,141,Fast Food,No,Yes,Orta
6.8,750,369,"North Indian, Mughlai, Chinese",No,Yes,Pahalı
5.0,800,206,"North Indian, Chinese",Yes,No,Pahalı
5.4,400,53,Chinese,No,No,Orta
6.8,450,51,"North Indian, Chinese",No,Yes,Orta
6.0,300,11,"Bakery, Mithai",No,No,Ekonomik
6.8,400,29,"Raw Meats, Fast Food",No,No,Orta
5.6,500,113,South Indian,No,Yes,Orta
5.0,500,165,"American, Fast Food, Salad, Healthy Food",No,No,Orta
6.4,550,48,"Fast Food, Cafe, Italian, North Indian, Chinese",No,Yes,Orta
5.2,650,147,"Italian, Continental, North Indian, Chinese",No,Yes,Pahalı
5.0,1300,252,Chinese,No,Yes,Pahalı
7.2,250,69,"Mithai, Street Food",No,No,Ekonomik
7.0,700,203,Cafe,No,Yes,Pahalı
0.0,300,0,"Biryani, Mughlai",No,No,Ekonomik
0.0,300,0,"Bakery, Desserts",No,No,Ekonomik
0.0,600,2,"North Indian, Mughlai, Chinese",No,No,Orta
0.0,450,0,North Indian,No,No,Orta
0.0,400,0,"Raw Meats, Fast Food",No,No,Orta
0.0,300,0,Bakery,No,No,Ekonomik
4.6,800,91,"North Indian, Mughlai, Chinese",Yes,Yes,Pahalı
4.8,700,161,"Pizza, Fast Food",No,No,Pahalı
4.6,600,12,"Mughlai, North Indian",No,Yes,Orta
4.6,500,115,"North Indian, Chinese",No,Yes,Orta
4.6,800,173,"Italian, Pizza, Fast Food",No,Yes,Pahalı
4.8,1300,56,"North Indian, Chinese",Yes,Yes,Pahalı
4.8,750,137,"Chinese, Thai, Asian",Yes,No,Pahalı
4.8,800,21,"North Indian, Chinese",No,Yes,Pahalı
8.2,700,126,"Biryani, Mughlai",No,Yes,Pahalı
8.6,1300,150,"North Indian, Chinese",Yes,Yes,Pahalı
8.2,500,516,"Desserts, Bakery, Fast Food",No,No,Orta
5.4,650,27,"Bengali, North Indian",No,No,Pahalı
6.0,350,5,Chinese,No,No,Orta
5.6,150,11,"North Indian, Chinese, Fast Food",No,No,Ekonomik
5.4,350,9,"North Indian, Chinese, South Indian",No,No,Orta
6.2,650,29,"North Indian, Chinese",No,Yes,Pahalı
7.2,500,19,"North Indian, Biryani",No,Yes,Orta
7.4,600,142,"Healthy Food, North Indian, Chinese, Continental",No,Yes,Orta
7.2,600,33,"North Indian, Mughlai, Chinese, Fast Food",No,No,Orta
7.2,550,49,"Chinese, Mughlai",No,Yes,Orta
7.0,500,61,"North Indian, Mughlai, Chinese",No,Yes,Orta
0.0,450,0,"North Indian, Mughlai, Chinese",No,No,Orta
0.0,500,0,"American, Italian",No,No,Orta
0.0,500,0,North Indian,No,No,Orta
0.0,500,2,"North Indian, Chinese, Mughlai",No,No,Orta
